"Intro Com: Inquiry&Expositn","100
003","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Publications Editing","505
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pub Info Campaigns & Progms","515
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","5","2.900","40.0","20.0","20.0",".","",".","",".","20.0","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","1.500",".",".","50.0",".","",".","",".","50.0","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","3.750","50.0","50.0",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","2.625","25.0","25.0","25.0",".","",".","",".","25.0","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","5","2.900","40.0","20.0","20.0",".","",".","",".","20.0","",".","",".",".","",".","",".","",".",".",".","."
