"","999
068","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","9","4.000","44.4",".",".",".",".",".",".","44.4",".",".",".",".",".","11.1",".","."
"ENGLISH
350","Dept. Total","5480","3.462","35.2","27.6","16.5","3.9","2.5","0.6","0.8","1.9","0.0","9.7","0.5","0.5","0.1","0.1","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1602","3.516","34.7","28.6","13.9","3.4","1.8","0.3","0.6",".",".","15.7","0.8",".",".","0.1",".","0.1"
"Sophomore","","1189","3.388","29.5","32.1","22.3","4.5","2.3","0.8","1.3",".",".","7.1","0.1",".","0.1","0.1",".","."
"Junior","","997","3.383","34.5","30.8","20.1","5.3","4.5","1.2","1.0",".",".","2.4","0.1",".",".",".","0.1","."
"Senior","","1071","3.452","41.4","29.3","18.8","4.5","3.1","0.7","1.0","0.7",".","0.6","0.1",".",".",".",".","."
"Undergraduates","","4859","3.439","34.9","30.1","18.3","4.3","2.8","0.7","0.9","0.1",".","7.5","0.3",".","0.0","0.1","0.0","0.0"
"Special","","118","3.400","18.6","11.9","11.9","3.4","3.4",".",".","10.2",".","33.1","3.4",".","1.7",".","2.5","."
"Graduate","","503","3.924","42.1","7.0","0.2",".",".",".",".","16.9","0.2","25.4","1.0","5.6","0.4","0.2","1.0","."
"","Dept. Total","5480","3.462","35.2","27.6","16.5","3.9","2.5","0.6","0.8","1.9","0.0","9.7","0.5","0.5","0.1","0.1","0.2","0.0"
