"","999
078","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
082","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
088","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Reading & Research","Course Total","18","4.000","44.4",".",".",".",".",".",".","50.0",".",".","",".","",".","5.6",".",".","."
"SOC
900","Dept. Total","3389","3.271","37.5","19.8","17.0","7.3","7.0","2.1","1.5","6.4","0.0","1.2","",".","",".","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","557","3.059","31.2","19.2","21.2","9.7","11.8","4.3","2.0",".",".","0.2","",".","",".",".",".","0.4","."
"Sophomore","","700","3.162","32.3","21.7","22.7","9.7","8.9","2.4","1.4","0.1",".","0.7","",".","",".",".",".",".","."
"Junior","","734","3.293","39.0","23.4","18.3","7.4","7.8","1.1","2.0","0.4",".","0.3","",".","",".","0.3",".","0.1","."
"Senior","","894","3.363","42.2","22.1","16.3","7.6","5.3","2.2","1.6","2.2",".","0.3","",".","",".",".",".","0.1","."
"Undergraduates","","2885","3.233","36.8","21.8","19.3","8.5","8.0","2.4","1.7","0.8",".","0.4","",".","",".","0.1",".","0.1","."
"Special","","37","3.067","21.6","13.5","13.5","5.4","10.8","2.7",".","29.7",".",".","",".","",".","2.7",".",".","."
"Graduate","","466","3.860","42.7","7.9","2.8",".",".",".",".","39.3","0.2","6.0","",".","",".","0.9",".","0.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","3389","3.271","37.5","19.8","17.0","7.3","7.0","2.1","1.5","6.4","0.0","1.2","",".","",".","0.2",".","0.1","."
