"","999
089","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","12","4.000","33.3",".",".",".",".",".",".","66.7","",".",".","",".",".",".",".",".","."
"900
SOC","Dept. Total","2918","3.492","51.4","20.2","11.5","4.7","4.3","1.3","0.8","3.6","",".","0.5","",".","0.1","0.7","0.0","0.7","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","676","3.254","35.8","24.6","19.1","9.2","7.8","2.1","1.3",".","",".",".","",".",".",".","0.1",".","."
"Sophomore","","783","3.560","55.0","23.0","12.8","3.6","3.6","1.0","0.6",".","",".",".","",".",".","0.1",".","0.1","0.1"
"Junior","","541","3.503","55.8","20.3","9.6","5.0","4.4","2.0","1.3",".","",".",".","",".",".","1.3",".",".","0.2"
"Senior","","551","3.607","60.6","20.3","8.9","3.3","3.6","1.1","0.5","0.4","",".",".","",".","0.2","0.5",".",".","0.5"
"Undergraduates","","2551","3.471","51.3","22.3","12.9","5.3","4.9","1.5","0.9","0.1","",".",".","",".","0.0","0.4","0.0","0.0","0.2"
"Special","","47","3.839","12.8","6.4",".",".",".",".",".","40.4","",".",".","",".",".",".",".","40.4","."
"Graduate","","319","3.871","58.3","5.3","1.6","0.9","0.3",".",".","25.7","",".","4.4","",".","0.6","2.8",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2918","3.492","51.4","20.2","11.5","4.7","4.3","1.3","0.8","3.6","",".","0.5","",".","0.1","0.7","0.0","0.7","0.2"
