"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"Human Behavior & Environmnt","711
001","44","3.659","43.2","45.5","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
010","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
020","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology-SWPract. in MH","Course Total","48","3.927","87.5","10.4","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
001","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
010","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
020","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","52","3.923","88.5","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","742
001","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
003","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
006","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
102","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
103","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
104","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
105","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
201","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
202","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","126","3.973","95.2","4.0","0.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","821
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","821
010","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SW Pract. in Aging & MH","Course Total","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
001","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
002","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
010","11","3.591","54.5","27.3","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","835
011","11","3.500","72.7","9.1","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","835
020","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Soc Work Pract-Mental Hlth","Course Total","67","3.806","79.1","14.9","3.0",".","1.5",".","1.5",".",".",".",".",".",".",".",".","."
"","836
010","21","3.725","76.2","14.3",".",".",".",".","4.8",".",".",".",".",".","4.8",".",".","."
"","836
020","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Hlth Policies&Services","Course Total","34","3.833","85.3","8.8",".",".",".",".","2.9",".",".",".",".",".","2.9",".",".","."
"","840
001","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
002","24","3.729","50.0","45.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","46","3.750","52.2","45.7","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
