"EGR","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENG","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"220
CBE","Dept. Total","1095","3.270","35.5","17.0","20.0","7.6","7.1","1.2","0.5","8.9","",".","0.5","0.1","1.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.664","63.6","20.0","10.9","3.6",".",".","1.8",".","",".",".",".",".",".",".",".","."
"Sophomore","","53","3.525","69.8","17.0","7.5","3.8",".","1.9",".",".","",".",".",".",".",".",".",".","."
"Junior","","128","3.178","32.8","14.8","28.9","10.9","8.6","3.9",".",".","",".",".",".",".",".",".",".","."
"Senior","","656","3.203","33.2","18.6","24.8","9.9","10.2","1.1","0.6","0.2","",".","0.8","0.2",".","0.5",".",".","."
"Undergraduates","","892","3.220","37.2","18.0","23.5","9.3","8.7","1.5","0.6","0.1","",".","0.6","0.1",".","0.3",".",".","."
"Special","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","210","3.747","31.0","11.9","3.8",".",".",".",".","45.7","",".",".",".","7.1","0.5",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","1106","3.270","36.2","16.8","19.8","7.5","7.1","1.2","0.5","8.8","",".","0.5","0.1","1.4","0.4",".",".","."
