"EDU","","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","Dept. Total","260","3.788","71.9","9.2","6.5","0.8","1.2","0.4","",".","6.2","",".","3.8","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","124","3.644","62.9","19.4","12.9","1.6","2.4","0.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","54","3.976","98.1",".","1.9",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","22","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","34","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","234","3.788","79.9","10.3","7.3","0.9","1.3","0.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","25","",".",".",".",".",".",".","",".","60.0","",".","40.0","",".","",".","",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","260","3.788","71.9","9.2","6.5","0.8","1.2","0.4","",".","6.2","",".","3.8","",".","",".","",".",".",".","."
