"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
305
ELPA","589","3.943","75.7","4.1","1.4","0.7","",".","",".","",".","13.4","",".",".","",".","1.5","3.1",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","2","***","","","","","","","","","","","","","",".","",".",".","50.0",".",".","."
"Junior","10","3.833","90.0",".",".","10.0","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","16","3.893","87.5",".",".","6.3","",".","",".","",".",".","",".",".","",".",".","6.3",".",".","."
"Undergraduates","28","3.871","85.7",".",".","7.1","",".","",".","",".",".","",".",".","",".",".","7.1",".",".","."
"Special","10","3.875","70.0",".","10.0",".","",".","",".","",".",".","",".",".","",".",".","10.0",".","10.0","."
"Graduate","540","3.948","75.2","4.3","1.3","0.4","",".","",".","",".","14.4","",".","0.4","",".","1.7","2.4",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","12","3.944","66.7","8.3",".",".","",".","",".","",".","8.3","",".",".","",".",".","16.7",".",".","."
"Professionals","13","3.950","69.2","7.7",".",".","",".","",".","",".","7.7","",".",".","",".",".","15.4",".",".","."
"Dept. Total","591","3.943","75.5","4.1","1.4","0.7","",".","",".","",".","13.4","",".","0.3","",".","1.5","3.0",".","0.2","."
