"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","Dept. Total","1917","3.658","65.3","19.1","7.7","4.3","2.2","0.3","0.5","0.2","",".",".","",".","0.1","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.575","72.7","12.1","6.1","3.0","1.5",".","3.0",".","",".",".","",".",".","1.5",".",".","."
"Sophomore","","309","3.597","65.4","19.4","6.8","3.9","2.6","0.6","1.0",".","",".",".","",".",".","0.3",".",".","."
"Junior","","603","3.683","67.7","17.2","7.1","5.1","2.0",".","0.5",".","",".",".","",".",".","0.3",".",".","."
"Senior","","910","3.654","62.9","21.1","8.7","4.2","2.4","0.4","0.1","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1888","3.655","65.1","19.3","7.8","4.4","2.3","0.3","0.5","0.1","",".",".","",".",".","0.3",".",".","."
"Special","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","28","3.933","78.6","7.1",".",".",".",".",".","7.1","",".",".","",".","3.6",".",".","3.6","."
"","Dept. Total","1917","3.658","65.3","19.1","7.7","4.3","2.2","0.3","0.5","0.2","",".",".","",".","0.1","0.3",".","0.1","."
