"Interdis Artist in Res Studio","310
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Special Topics Integrated Arts","330
001","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Interdis Artist in Res Studio","610
001","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"495
INTEGART","Dept. Total","","54","3.811","94.4","1.9","",".","",".","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","34","3.819","94.1","2.9","",".","",".","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","11","4.000","100.0",".","",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","50","3.777","94.0","2.0","",".","",".","4.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","54","3.811","94.4","1.9","",".","",".","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
