"L&S","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
500
ILS","700","3.661","59.9","13.0","7.0","2.1","0.6","0.7","2.0","0.1","",".","13.3","0.3","",".","0.6","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","215","3.564","47.0","8.4","7.0","1.9","1.9","0.9","1.9",".","",".","29.8","0.9","",".","0.5",".",".","."
"Sophomore","255","3.712","64.7","14.9","6.3","1.2",".","0.4","2.0",".","",".","10.2",".","",".",".","0.4",".","."
"Junior","131","3.673","71.0","12.2","5.3","3.8",".","1.5","2.3",".","",".","2.3",".","",".","1.5",".",".","."
"Senior","96","3.646","60.4","19.8","11.5","3.1",".",".","2.1",".","",".",".",".","",".","1.0","2.1",".","."
"Undergraduates","697","3.660","59.8","13.1","7.0","2.2","0.6","0.7","2.0",".","",".","13.3","0.3","",".","0.6","0.4",".","."
"Special","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Dept. Total","700","3.661","59.9","13.0","7.0","2.1","0.6","0.7","2.0","0.1","",".","13.3","0.3","",".","0.6","0.4",".","."
