"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","Dept. Total","3758","3.423","48.9","24.0","15.7","6.5","3.3","0.9","0.3","",".","",".","0.3","",".","",".","0.1","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","324","3.752","77.8","10.8","4.3","2.5","3.1","0.9","0.6","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","971","3.521","63.1","17.1","13.1","3.4","2.3","0.7","0.2","",".","",".","0.1","",".","",".",".",".",".","."
"Junior","","1041","3.300","39.2","26.0","17.1","11.0","4.9","1.4","0.3","",".","",".",".","",".","",".",".",".",".","."
"Senior","","926","3.323","29.6","29.8","24.8","9.6","4.3","0.8","0.2","",".","",".","0.8","",".","",".","0.1",".",".","."
"Undergraduates","","3262","3.382","47.4","22.9","16.8","7.5","3.8","1.0","0.3","",".","",".","0.2","",".","",".","0.0",".",".","."
"Special","","4","***","","","","","","","","","","","",".","",".","",".","25.0",".","25.0","."
"Graduate","","491","3.714","58.5","31.2","8.1","0.2","0.2",".","0.6","",".","",".","0.8","",".","",".","0.2","0.2",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","3758","3.423","48.9","24.0","15.7","6.5","3.3","0.9","0.3","",".","",".","0.3","",".","",".","0.1","0.0","0.0","."
