"TERM : 1212","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEBREW-BIBLICAL","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elementary Biblical Hebrew, I","303
001
1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"Intermediate Biblical Hebrew I","323
001
2","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"Independent Study","799
021
1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"Research and Thesis","990
021
2","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".   
."
"441
HEBR-BIB","Dept. Total
6","4.000","50.0","",".","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".  
."
"Summary by Level","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Senior","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Undergraduates","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"Graduate","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".  
."
"","Dept. Total
6","4.000","50.0","",".","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".  
."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","","","","","","","","Page 248 of 450"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","","","","","","","","","","","",""
