"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","176
002","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Literature and Film","Course Total","200","3.738","76.5","13.0","5.5","0.5","2.0","0.5","2.0",".",".",".",".",".",".",".",".","."
"","178
001","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","178
002","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","178
003","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","Course Total","51","3.892","94.1","2.0","2.0",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"","182
001","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
003","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","39","3.949","94.9",".","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","18","3.778","66.7","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","19","3.737","89.5",".","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","201
007","15","3.833","86.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","18","3.556","72.2","11.1","5.6",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","179","3.858","86.0","8.4","2.8","1.1","0.6",".","1.1",".",".",".",".",".",".",".",".","."
"","207
001","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","12","3.583","75.0",".","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","207
003","14","3.750","85.7",".",".","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","207
004","12","3.458","66.7","16.7",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","207
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
006","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
007","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
008","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","108","3.782","79.6","10.2","5.6","1.9","0.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"The English Language","214
001","101","3.307","28.7","37.6","16.8","11.9","2.0",".","3.0",".",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","28","4.000","96.4",".",".",".",".",".",".",".",".",".",".",".",".","3.6",".","."
"Introduction to Poetry","224
001","35","3.843","88.6",".","5.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","107","3.543","55.1","25.2","7.5","2.8","4.7",".","2.8","0.9",".",".",".",".","0.9",".",".","."
"Literature and Culture II","242
001","106","3.552","27.4","57.5","13.2","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"","245
001","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","245
002","20","3.750","55.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
003","20","3.694","50.0","25.0","15.0",".",".",".",".","5.0",".",".",".",".","5.0",".",".","."
"","245
004","16","3.967","87.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"","245
005","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","94","3.872","75.5","16.0","4.3",".",".",".",".","1.1",".",".",".",".","3.2",".",".","."
"Women in Ethnic Amer Lit","248
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rhet,Science&Public Engagement","305
001","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 229 of 450",""
