"","999
088","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
092","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Doctoral Ind. Study","Course Total","20","4.000","70.0",".",".",".",".",".",".","15.0",".",".","",".",".","5.0",".","10.0","."
"272
CURRIC","Dept. Total","1917","3.919","71.3","3.4","1.7","0.4","0.5","0.1","0.2","3.9","0.1","16.3","",".","1.1","1.0",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.653","57.1","26.2","7.1","2.4","4.8",".",".",".",".",".","",".",".",".",".",".","2.4"
"Sophomore","","48","3.807","83.3","4.2","8.3",".",".",".","2.1",".",".","2.1","",".",".",".",".",".","."
"Junior","","367","3.917","78.7","4.1","0.5","0.3","1.4",".","0.3",".",".","14.7","",".",".",".",".",".","."
"Senior","","675","3.908","75.7","4.9","2.7","0.7","0.3","0.1","0.1",".",".","15.1","",".",".","0.3",".",".","."
"Undergraduates","","1132","3.894","76.3","5.4","2.4","0.6","0.8","0.1","0.3",".",".","13.9","",".",".","0.2",".",".","0.1"
"Special","","26","3.942","96.2",".",".","3.8",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","759","3.977","62.8","0.7","0.7",".",".","0.1",".","9.7","0.1","20.4","",".","2.9","2.2",".","0.3","."
"","Dept. Total","1917","3.919","71.3","3.4","1.7","0.4","0.5","0.1","0.2","3.9","0.1","16.3","",".","1.1","1.0",".","0.1","0.1"
