"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"401","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","Course Total","","5","***","","","","","","","","","","","","","","","",""
"405","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"405","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"405","061","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"405","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"405","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","Course Total","","15","3.800","73.3","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"407","010","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"407","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Flute","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"409","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"409","159","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","Course Total","","4","***","","","","","","","","","","","","","","","",""
"411","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"411","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","Course Total","","2","***","","","","","","","","","","","","","","","",""
"413","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"413","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","Course Total","","3","***","","","","","","","","","","","","","","","",""
"415","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"415","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","Course Total","","2","***","","","","","","","","","","","","","","","",""
"417","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"417","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","Course Total","","4","***","","","","","","","","","","","","","","","",""
"419","063","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"419","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Trombone
421","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium
423","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba
425","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"427","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"427","133","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","Course Total","","3","***","","","","","","","","","","","","","","","",""
"431","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"431","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"431","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"431","125","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"431","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 297 of 450",""
