"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"","990
007","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"872
SCAND ST","Dept. Total","158","3.831","74.7","11.4","4.4","1.3","0.6","",".","0.6","6.3","",".",".","",".","",".","",".","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.718","62.5","25.0","6.3","6.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","23","3.890","91.3","4.3",".",".","4.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","40","3.701","65.0","15.0","10.0","2.5",".","",".","2.5","2.5","",".",".","",".","",".","",".","2.5",".","."
"Senior","","30","3.856","80.0","13.3","6.7",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","109","3.789","74.3","13.8","6.4","1.8","0.9","",".","0.9","0.9","",".",".","",".","",".","",".","0.9",".","."
"Special","","8","3.833","50.0","25.0",".",".",".","",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","41","3.981","80.5","2.4",".",".",".","",".",".","17.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","158","3.831","74.7","11.4","4.4","1.3","0.6","",".","0.6","6.3","",".",".","",".","",".","",".","0.6",".","."
