"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"PORTUGUESE (SPANISH & POR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","",""
"1st Semester Portuguese","101
002","","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Semester Portuguese","201
001","","8","3.125","50.0",".","37.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Intro-Luso-Brazilian Lits","221
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Yr Conversatn & Compositn","225
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intensive Portuguese","301
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"4th Yr Compositn & Conversatn","311
001","","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"Brazillian Women Writers","450
001","","6","3.300","33.3","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".","16.7",".","."
"Luso-Brazilian Culture","642
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"782
PORTUG","Dept. Total","","64","3.643","59.4","14.1","15.6",".","1.6",".","1.6","4.7",".",".",".",".",".","3.1",".","."
