"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","601
001","27","3.962","88.9","7.4",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"","601
002","24","3.396","33.3","41.7","16.7","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"","601
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
004","19","3.763","68.4","15.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
005","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","24","3.792","70.8","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","601
008","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
010","25","3.800","72.0","20.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","601
011","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","211","3.807","73.5","18.0","6.2","1.4",".",".","0.5",".",".",".",".",".","0.5",".",".","."
"Epigenetics and the Brain","603
001","26","3.920","88.5","3.8",".","3.8",".",".",".",".",".",".",".",".","3.8",".",".","."
"Design&Anlys-Psych Expermnts I","610
001","30","3.586","46.7","20.0","30.0",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"","621
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
009","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
039","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","23","3.884","82.6","4.3","4.3",".","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"","621
044","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
049","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
065","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"","621
073","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
075","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
076","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
082","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
084","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
114","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mentored Research and Seminar","Course Total","228","3.991","97.4","0.4","0.4",".","0.4",".",".",".",".",".",".",".","0.9",".","0.4","."
"Organization and Job Design","653
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 313 of 450",""
