"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
046","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
047","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","13","3.385","23.1","61.5",".",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","100
049","13","3.231","7.7","61.5","23.1",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","100
050","13","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
052","12","3.333","25.0","41.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
053","11","3.682","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
054","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
055","12","3.375","41.7","8.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","11","3.318","9.1","54.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
057","11","3.545","54.5","27.3",".","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
058","13","3.231","15.4","46.2","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
059","12","2.917","25.0","33.3","25.0",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"","100
060","11","3.350","18.2","45.5","18.2",".","9.1",".",".",".",".",".",".",".","9.1",".",".","."
"","100
061","13","3.115","23.1","30.8","30.8","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","100
062","9","3.278","22.2","22.2","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
064","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","747","3.360","26.8","43.1","18.6","6.0","2.8","1.1","1.5",".",".",".",".",".","0.1",".",".","."
"Intro-Digital Media Production","155
001","150","3.840","89.3","5.3","2.0",".","0.7","0.7","2.0",".",".",".",".",".",".",".",".","."
"Elements of Speech-Honors","181
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Digital Communication","200
001","119","3.803","89.9","3.4","1.7","0.8","0.8",".","3.4",".",".",".",".",".",".",".",".","."
"Survey of Contemporary Media","250
001","222","3.084","14.0","38.7","26.6","9.5","5.4","1.4","4.1",".",".",".",".",".",".",".","0.5","."
"Communication & Human Behav","260
001","230","3.680","66.1","19.6","7.0","1.3","3.5","0.9","0.9",".",".",".",".",".",".","0.4","0.4","."
"Thry&Pract-Argument&Debate","262
001","150","3.517","55.3","22.7","10.7","4.0","2.7","1.3","2.7",".",".",".",".",".","0.7",".",".","."
"Intro-Interpersonal Com","272
001","145","3.162","25.5","28.3","24.1","7.6","8.3","0.7","3.4",".",".",".",".",".","0.7","0.7",".","0.7"
"","310
001","58","3.786","70.7","19.0",".","5.2","1.7",".",".",".",".",".",".",".","3.4",".",".","."
"","310
002","75","3.634","57.3","24.0","4.0","5.3","1.3","2.7",".","1.3",".",".",".",".","4.0",".",".","."
"Topics: Rhetoric & Com Science","Course Total","133","3.701","63.2","21.8","2.3","5.3","1.5","1.5",".","0.8",".",".",".",".","3.8",".",".","."
"Topics: Film and Media Studies","313
001","37","3.595","35.1","48.6","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Media & Human Behavior","325
001","76","3.224","35.5","21.1","28.9","5.3","1.3","3.9","3.9",".",".",".",".",".",".",".",".","."
"Online Comm & Personal Rltnshp","345
001","98","3.485","28.6","46.9","17.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Internet Studies","346
001","92","3.159","7.6","46.7","27.2","10.9","4.3","1.1","1.1",".",".",".",".",".",".",".","1.1","."
"Race, Ethnicity, and Media","347
001","59","3.619","57.6","25.4","6.8","6.8","1.7","1.7",".",".",".",".",".",".",".",".",".","."
"Introduction to Film","350
001","189","3.698","61.4","19.0","3.2","2.1","1.1","1.6","1.1","6.3",".",".",".",".","3.2","0.5",".","0.5"
"Television Industries","351
001","80","2.963","12.5","25.0","33.8","12.5","12.5","1.3","2.5",".",".",".",".",".",".",".",".","."
"Film Genres","354
001","36","3.229","11.1","33.3","44.4","5.6","2.8",".",".",".",".",".",".",".",".","2.8",".","."
"Intro to Media Production","355
001","143","3.245","34.3","30.8","21.0","2.8","2.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"Sports Media","359
001","44","3.114","11.4","40.9","27.3","9.1","9.1",".","2.3",".",".",".",".",".",".",".",".","."
"Rhetoric, Politics, Culture","360
001","74","3.705","59.5","27.0","6.8","4.1","1.4",".",".",".",".",".",".",".",".","1.4",".","."
"Quantitatve Rsch-Communictn","361
001","82","3.370","35.4","29.3","13.4","8.5","3.7","3.7",".",".",".",".",".",".","4.9","1.2",".","."
"Thry&Practice of Persuasion","368
001","97","3.116","34.0","18.6","12.4","22.7","3.1","4.1","3.1",".",".",".",".",".","2.1",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 204 of 450",""
