"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
004","16","3.281","25.0","18.8","50.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
005","16","3.250","31.3","18.8","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","2.969","18.8","18.8","31.3","25.0",".",".","6.3",".",".",".",".",".",".",".",".","."
"","344
008","19","3.184","26.3","5.3","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","18","3.306","33.3","16.7","33.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
010","16","3.125","12.5","25.0","56.3",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.031","25.0","12.5","37.5","18.8",".",".","6.3",".",".",".",".",".",".",".",".","."
"","344
012","17","3.118","29.4",".","41.2","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
013","14","3.179","35.7","21.4","7.1","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"","344
014","15","3.200","40.0","6.7","33.3","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","344
015","13","2.846","15.4","7.7","46.2","23.1",".",".","7.7",".",".",".",".",".",".",".",".","."
"","344
016","17","3.441","52.9","5.9","23.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
017","17","3.118","23.5","29.4","5.9","29.4","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
018","13","2.731","7.7","15.4","46.2","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".","."
"","344
019","14","3.000","28.6",".","50.0","14.3",".",".","7.1",".",".",".",".",".",".",".",".","."
"","344
020","17","3.235","23.5","11.8","58.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
021","16","3.219","31.3","25.0","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".","."
"","344
022","15","3.167","13.3","13.3","66.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","15","3.100","20.0","26.7","26.7","6.7","20.0",".",".",".",".",".",".",".",".",".",".","."
"","344
024","17","3.265","41.2","5.9","35.3","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
025","16","3.125","25.0","18.8","25.0","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
026","16","3.000","18.8","12.5","50.0","12.5",".",".","6.3",".",".",".",".",".",".",".",".","."
"","344
027","11","2.909","36.4",".","18.2","36.4",".",".","9.1",".",".",".",".",".",".",".",".","."
"","344
028","14","3.250","35.7","7.1","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
029","15","3.267","33.3","13.3","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
030","18","3.306","22.2","38.9","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","453","3.153","27.2","15.2","35.1","14.3","5.3","0.9","1.8",".",".",".",".",".",".",".",".","0.2"
"","345
001","287","2.814","24.0","11.8","25.4","11.5","18.8","1.0","7.3",".",".",".",".",".",".",".",".","."
"","345
002","186","2.930","21.5","15.1","27.4","14.0","16.7","3.8","1.6",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","473","2.859","23.0","13.1","26.2","12.5","18.0","2.1","5.1",".",".",".",".",".",".",".",".","."
"","346
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","21","3.190","28.6","9.5","47.6","9.5",".","4.8",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","24","3.178","25.0","8.3","54.2","8.3",".","4.2",".",".",".",".",".",".",".",".",".","."
"Intermed Topics in Chemistry","375
001","32","3.828","68.8","28.1","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","26","3.712","57.7","26.9","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","33","3.197","30.3","15.2","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","79","3.089","21.5","22.8","29.1","15.2","7.6","2.5","1.3",".",".",".",".",".",".",".",".","."
"","563
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","37","3.811","64.9","32.4","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
001","10","3.250","20.0","40.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","10","2.800",".","30.0","10.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 194 of 450",""
