"","990
044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
046","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","97.3","2.7",".",".",".",".",".",".","."
"250
COM ARTS","Dept. Total","3646","3.454","40.6","27.6","13.9","5.0","2.9","1.2","1.6","3.2","0.0","2.7","0.0","0.0","0.7","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","855","3.387","31.9","38.2","18.5","5.4","2.9","1.2","1.8",".",".",".",".",".","0.1",".",".","."
"Sophomore","","733","3.473","47.1","27.6","13.8","4.1","3.5","1.4","1.9",".",".",".",".",".","0.4",".",".","0.3"
"Junior","","792","3.428","45.2","24.5","14.1","6.8","2.9","1.5","2.3","0.1",".","1.3",".",".","1.0","0.3",".","."
"Senior","","1047","3.475","39.8","26.9","12.9","4.9","3.0","1.1","1.1",".",".","8.3","0.1","0.1","1.1","0.6",".","."
"Undergraduates","","3427","3.441","40.6","29.3","14.8","5.3","3.1","1.3","1.7","0.0",".","2.8","0.0","0.0","0.7","0.2",".","0.1"
"Special","","25","3.250","16.0",".",".",".",".","4.0",".","52.0",".",".",".",".",".",".","28.0","."
"Graduate","","194","3.955","43.3","1.5","0.5","0.5",".",".",".","52.6","0.5",".",".",".","1.0",".",".","."
"","Dept. Total","3646","3.454","40.6","27.6","13.9","5.0","2.9","1.2","1.6","3.2","0.0","2.7","0.0","0.0","0.7","0.2","0.2","0.1"
