"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","","",""
"","990
047","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".","",".","53.8","",".",".","",".","46.2",".",".",".","."
"604
AN SCI","Dept. Total","437","3.471","47.1","17.8","14.9","6.6","3.7","1.4","",".","3.2","",".",".","",".","3.7","0.7","0.7",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.194","23.9","26.8","25.4","14.1","9.9",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","72","3.424","37.5","26.4","20.8","5.6","2.8","2.8","",".",".","",".",".","",".",".","1.4","2.8",".","."
"Junior","","80","3.536","53.8","21.3","12.5","10.0",".","2.5","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","160","3.579","59.4","13.8","12.5","4.4","4.4","1.3","",".",".","",".",".","",".","2.5","1.3",".",".","0.6"
"Undergraduates","","383","3.454","47.5","20.1","16.4","7.6","4.2","1.6","",".",".","",".",".","",".","1.0","0.8","0.5",".","0.3"
"Special","","2","***","","","","","","","","","","","",".","",".",".",".","50.0",".","."
"Graduate","","52","3.906","46.2","1.9","1.9",".",".",".","",".","26.9","",".",".","",".","23.1",".",".",".","."
"","Dept. Total","437","3.471","47.1","17.8","14.9","6.6","3.7","1.4","",".","3.2","",".",".","",".","3.7","0.7","0.7",".","0.2"
