"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","142","3.535","43.0","35.9","14.8","2.8","0.7","0.7","1.4","0.7",".",".",".",".",".",".",".","."
"Amer Hist-Civil War-Present","102","001","163","3.733","51.5","20.2","9.2","1.8",".",".",".","16.0",".",".",".",".","0.6","0.6",".","."
"Intro-E Asian History:China","103","001","31","3.613","74.2","12.9","6.5",".",".",".","6.5",".",".",".",".",".",".",".",".","."
"Intro-History of Africa","105","001","34","3.529","76.5","2.9","5.9","2.9","2.9","5.9","2.9",".",".",".",".",".",".",".",".","."
"Intro to US History","109","002","161","3.266","21.7","23.0","16.8","11.2","4.3","1.2",".","21.1",".",".",".",".","0.6",".",".","."
"The Ancient Mediterranean","110","001","112","3.317","17.9","28.6","20.5","13.4",".",".",".","18.8",".",".",".",".","0.9",".",".","."
"Europe & the World, 1400-1815","119","001","65","3.485","30.8","47.7","16.9","3.1",".",".","1.5",".",".",".",".",".",".",".",".","."
"Europe&Mod World 1815-On","120","001","153","3.652","40.5","33.3","7.8","1.3",".",".","0.7","14.4",".",".",".",".","1.3","0.7",".","."
"Intro to World History","130","002","67","3.523","65.7","16.4","6.0",".","3.0","3.0","4.5",".",".",".",".",".",".",".",".","1.5"
"History of Biology","132","001","57","3.404","31.6","40.4","17.5","5.3","1.8","3.5",".",".",".",".",".",".",".",".",".","."
"Middle East-20th Century","139","001","88","3.639","40.9","9.1","5.7","1.1","3.4","1.1",".",".",".",".",".",".","1.1",".","36.4","1.1"
"History-S Asia to Present","142","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The N. American West to 1850","151","001","37","3.703","62.2","27.0","8.1",".",".","2.7",".",".",".",".",".",".",".",".",".","."
"Latina/Latino/Latinx History","153","001","39","3.795","69.2","20.5","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Am Hist:Movmnt&Dislocatn","160","001","114","3.779","71.9","17.5","6.1","1.8","0.9","0.9",".",".",".",".",".",".",".",".",".","0.9"
"","200","001","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","004","37","3.080","5.4","18.9","29.7","8.1","5.4",".",".","32.4",".",".",".",".",".",".",".","."
"","200","006","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","007","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","008","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","009","45","3.034","33.3","22.2","11.1","15.6","4.4","4.4","6.7","2.2",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","149","3.479","47.0","18.8","12.8","6.7","2.7","1.3","2.0","8.7",".",".",".",".",".",".",".","."
"","201","006","12","3.727","66.7",".","25.0",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","201","007","15","3.200","26.7","40.0","20.0",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","201","008","38","3.092","7.9","23.7","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201","009","12","3.792","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201","010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","201","011","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201","012","12","3.292","33.3","25.0","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","201","014","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201","015","15","3.533","46.7","26.7","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201","018","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201","019","18","3.583","55.6","38.9",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"The Historian's Craft","","Course Total","171","3.466","45.6","24.0","20.5","6.4","1.8",".","1.2",".",".",".",".",".","0.6",".",".","."
"The American Jewish Experience","219","001","56","3.500","37.5","14.3","7.1","1.8","1.8","1.8","1.8","33.9",".",".",".",".",".",".",".","."
"Exploration-European Hist (H)","223","001","62","3.604","29.0","45.2","11.3",".",".",".",".","14.5",".",".",".",".",".",".",".","."
"Transnational/Comp Hstry (Hum)","229","001","13","3.385","30.8","38.5","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","31","3.750","48.4","16.1","3.2",".","3.2",".",".","25.8",".",".",".",".",".",".",".","3.2"
"Intro East Asian Civilizations","255","001","30","3.738","53.3","6.7","3.3","3.3","3.3",".",".","23.3",".",".",".",".","6.7",".",".","."
"Wisconsin Idea, Past & Present","259","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"American Legal History to 1860","261","001","17","2.794",".","17.6","41.2","23.5","17.6",".",".",".",".",".",".",".",".",".",".","."
