"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","",""
"Intro to Stage Management","379","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"In Translation:Slavic Drama","423","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Costume Technology Topics","464","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","472","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","472","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","472","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scenic Painting","","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Acting Shakespeare","541","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Postcolonial Theatre","577","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Theories of Acting","631","001","13","3.077","38.5","7.7","15.4","7.7","30.8",".",".",".",".",".",".",".",".",".",".","."
"Advanced Production Practicum","661","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Theatre Hist-500bc-1700","731","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942
THEATRE","","Dept. Total","533","3.786","78.4","10.7","4.7","0.9","1.7","1.1","0.8",".",".",".",".","0.2","1.5",".",".","."
