"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Exercise,Nutrition,&Health","100","001","225","2.805","17.3","13.8","28.4","10.2","19.1","7.6","1.3","1.8",".",".",".",".","0.4",".",".","."
"Measuring Physical Act Beh","112","001","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol of Human Performance","115","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","001","24","3.854","79.2","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","","Course Total","45","3.844","73.3","22.2","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","119","002","44","3.932","97.7",".",".",".",".","2.3",".",".",".",".",".",".",".",".",".","."
"","119","003","35","3.957","97.1",".",".","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","","Course Total","79","3.943","97.5",".",".","1.3",".","1.3",".",".",".",".",".",".",".",".",".","."
"Foundations of Physical Educ","121","001","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Living well: Lifestyle balance","123","001","15","3.964","86.7","6.7",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","125","001","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125","002","11","",".",".",".",".",".",".",".","90.9",".",".",".",".",".",".","9.1","."
"","125","003","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125","004","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","125","005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Adapted Fitness&Pers Traing","","Course Total","53","",".",".",".",".",".",".",".","98.1",".",".",".",".",".",".","1.9","."
"Intro to Athletic Healthcare","127","001","46","3.630","60.9","15.2","19.6","2.2",".","2.2",".",".",".",".",".",".",".",".",".","."
"Sci&Pract Resistance Training","140","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","150","002","46","3.946","91.3","6.5","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","150","003","41","3.939","95.1",".","2.4","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","150","004","43","3.774","74.4","11.6","7.0",".","4.7",".",".",".",".",".",".",".","2.3",".",".","."
"Fndations:Hlth Behavior Equity","","Course Total","130","3.888","86.9","6.2","3.8","0.8","1.5",".",".",".",".",".",".",".","0.8",".",".","."
"","300","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","28","3.907","89.3","3.6",".",".","3.6",".",".",".",".",".",".",".","3.6",".",".","."
"Practicum in Kinesiology","","Course Total","35","3.915","91.4","2.9",".",".","2.9",".",".",".",".",".",".",".","2.9",".",".","."
"Physiology of Exercise","314","001","54","3.861","83.3","11.1","1.9","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318","001","37","3.319","27.0","35.1","16.2","10.8","8.1",".",".","2.7",".",".",".",".",".",".",".","."
"","325","001","20","3.800","80.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","325","002","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Group Develop & Behav Manage","","Course Total","40","3.813","75.0","15.0","7.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Research in Kinesiology","330","001","60","3.917","85.0","13.3","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","350","001","51","3.775","70.6","19.6","5.9","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"HPE in Multicultural Society","353","001","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc-Cult of Phys Act","355","001","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Therapeutic Strategies II","358","001","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lifespan Motor Development","360","001","35","3.929","94.3",".","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Learning&Performance","361","001","43","3.709","65.1","20.9","7.0","4.7","2.3",".",".",".",".",".",".",".",".",".",".","."
"Assessmnt&Progrmg Adaptd PE","364","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pln, Fac, Assess Mvmt & Hlth","370","001","63","3.960","95.2","1.6","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth & Prac Dance & Gymnastics","371","001","10","3.800","90.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
