"","990
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
015","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","37","",".",".",".",".",".",".",".","73.0","2.7",".","",".","24.3",".",".",".","."
"912
SPANISH","Dept. Total","2213","3.609","60.6","17.2","13.0","2.7","3.0","0.4","0.9","1.3","0.0",".","",".","0.4","0.2",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","559","3.534","52.4","22.5","15.9","3.9","3.4","0.5","1.1",".",".",".","",".",".","0.2",".",".","."
"Sophomore","","550","3.592","59.3","18.4","15.3","2.4","2.9","0.2","1.3",".",".",".","",".",".",".",".",".","0.4"
"Junior","","434","3.621","64.5","15.2","12.0","2.8","3.2","0.7","0.9",".",".",".","",".",".","0.5",".",".","0.2"
"Senior","","578","3.682","69.0","14.4","10.7","2.2","2.8","0.3","0.5",".",".",".","",".",".",".",".",".","."
"Undergraduates","","2121","3.604","61.2","17.7","13.5","2.8","3.1","0.4","0.9",".",".",".","",".",".","0.1",".",".","0.1"
"Special","","13","3.539","76.9","7.7",".",".",".",".","7.7",".",".",".","",".",".",".",".","7.7","."
"Graduate","","74","3.874","40.5","4.1","1.4",".","1.4",".",".","37.8","1.4",".","",".","12.2","1.4",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".","33.3","."
"Professionals","","5","***","","","","","","","","","",".","",".",".",".",".","20.0","."
"","Dept. Total","2213","3.609","60.6","17.2","13.0","2.7","3.0","0.4","0.9","1.3","0.0",".","",".","0.4","0.2",".","0.1","0.1"
