"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"APPLIED BIOTECHNOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"160
ABT","","","","","","","","","","","","","","","","","","","",""
"Principles of Biotechnology","700
001","","15","3.400","53.3","26.7","6.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"Ethics, Safety, and Regulation","705
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof & Tech Comm in Biotech","710
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Techniques in Biotechnology","715
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Exprmntl Design Analys Biotech","720
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ldrship in Organizations","725
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"160
ABT","Dept. Total","","47","3.660","70.2","17.0","2.1","4.3","4.3",".","2.1",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"160
ABT","","","","","","","","","","","","","","","","","","","",""
