"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2915","3.599","47.3","9.1","9.3","1.4","1.0","0.2","0.1","31.1","",".",".","",".","0.3","0.0",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","22","3.722","77.3","4.5","13.6","4.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","53","3.669","79.2","1.9","13.2","1.9",".","3.8",".",".","",".",".","",".",".",".",".",".","."
"Senior","","58","3.683","79.3","3.4","10.3","1.7","1.7","3.4",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","141","3.693","80.1","2.8","11.3","2.1","0.7","2.8",".",".","",".",".","",".",".",".",".",".","."
"Special","","12","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","106","3.980","42.5","0.9",".",".",".",".",".","48.1","",".",".","",".","7.5","0.9",".",".","."
"Prof Yr 1","","488","3.408","53.7","14.5","20.1","5.3","3.1","0.6","0.4","2.3","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","686","3.768","69.1","17.2","9.2","0.1","0.3",".",".","3.9","",".",".","",".","0.1",".",".",".","."
"Prof Yr 3","","650","3.452","26.3","10.9","14.3","1.8","1.8",".",".","44.6","",".",".","",".","0.2",".",".",".","."
"Prof Yr 4","","921","4.000","34.1",".",".",".",".",".",".","65.8","",".",".","",".",".",".",".","0.1","."
"Professionals","","2745","3.588","44.5","9.5","9.3","1.4","1.1","0.1","0.1","34.0","",".",".","",".","0.1",".",".","0.0","."
"","College Total","3004","3.599","45.9","8.8","9.0","1.4","1.0","0.2","0.1","33.2","",".",".","",".","0.3","0.0",".","0.0","."
