"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"General Chem I Laboratory","101
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chem II Laboratory","102
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","103
001","406","2.935","25.4","12.8","24.4","13.5","17.2","5.7","1.0",".",".",".",".",".",".",".",".","."
"","103
002","419","2.945","25.1","14.1","27.0","12.2","12.4","8.1","1.0",".",".",".",".",".","0.2",".",".","."
"","103
003","363","2.926","25.1","12.9","26.2","10.2","18.7","5.5","1.4",".",".",".",".",".",".",".",".","."
"","103
004","403","2.943","25.1","13.4","26.8","10.4","16.4","6.5","1.0","0.2",".",".",".",".","0.2",".",".","."
"","103
005","336","2.936","25.3","14.0","25.0","14.3","11.9","8.9","0.6",".",".",".",".",".",".",".",".","."
"","103
006","405","2.905","24.4","13.8","25.7","11.6","16.0","6.2","2.2",".",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","2332","2.932","25.0","13.5","25.9","12.0","15.5","6.8","1.2","0.0",".",".",".",".","0.1",".",".","."
"","104
001","207","2.959","25.6","13.0","28.5","8.7","16.9","6.8","0.5",".",".",".",".",".",".",".",".","."
"","104
002","210","2.988","26.7","13.8","27.6","9.5","14.8","4.8","1.9","0.5",".",".",".",".",".",".","0.5","."
"General Chemistry II","Course Total","417","2.973","26.1","13.4","28.1","9.1","15.8","5.8","1.2","0.2",".",".",".",".",".",".","0.2","."
"","109
001","299","3.241","34.8","18.4","23.7","12.4","7.7","3.0",".",".",".",".",".",".",".",".",".","."
"","109
002","275","3.186","29.1","24.0","23.3","10.9","8.4","3.3","0.7",".",".",".",".",".",".","0.4",".","."
"Advanced General Chemistry","Course Total","574","3.215","32.1","21.1","23.5","11.7","8.0","3.1","0.3",".",".",".",".",".",".","0.2",".","."
"Chemical Principles I","115
001","19","3.605","47.4","31.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
229","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","38","3.184","42.1","15.8","13.2","10.5","13.2","2.6","2.6",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","56","3.134","32.1","17.9","21.4","12.5","12.5","1.8","1.8",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","83","3.271","24.1","28.9","32.5","8.4","4.8","1.2",".",".",".",".",".",".",".",".",".","."
"Elementary Organic Chemistry","341
001","149","2.890","18.8","16.1","28.9","2.7","27.5","3.4","0.7","1.3",".",".",".",".","0.7",".",".","."
"","342
001","14","3.208","14.3","28.6","21.4","21.4",".",".",".","14.3",".",".",".",".",".",".",".","."
"","342
002","14","3.321","7.1","57.1","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","342
003","8","3.375","50.0","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Elementary Organic Chem Lab","Course Total","36","3.294","19.4","36.1","22.2","13.9","2.8",".",".","5.6",".",".",".",".",".",".",".","."
"","343
001","342","2.967","27.5","12.3","25.7","7.0","21.3","2.9","2.0",".",".",".",".",".","0.3",".","0.6","0.3"
"","343
002","239","3.810","73.2","19.7","4.2","1.7","1.3",".",".",".",".",".",".",".",".",".",".","."
"","343
003","214","2.706","19.2","9.3","24.8","11.2","25.7","3.7","4.7",".",".",".",".",".",".",".","1.4","."
"","343
004","48","3.313","31.3","20.8","35.4","8.3","2.1","2.1",".",".",".",".",".",".",".",".",".","."
"","343
005","218","2.706","20.2","11.0","25.7","8.3","24.3","5.0","5.5",".",".",".",".",".",".",".",".","."
"","343
006","207","2.731","17.9","13.5","23.2","12.1","23.2","6.8","2.9",".",".",".",".",".",".",".","0.5","."
"Intro Organic Chemistry","Course Total","1268","3.013","32.0","13.5","21.5","7.8","18.4","3.5","2.8",".",".",".",".",".","0.1",".","0.5","0.1"
"","344
001","17","3.000","17.6","23.5","35.3","11.8","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","344
002","13","3.292","30.8","15.4","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","7.7"
"","344
003","16","3.281","31.3","18.8","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 193 of 450",""
