"GENDER AND WOMENS STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Independent Research
999
021","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Dept. Total
963
GEN&WS","1127","3.742","72.8","14.2","4.3","2.5","0.9","0.5","1.4","0.5","",".","1.3","",".","0.2","1.1","0.1",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","111","3.718","68.5","16.2","2.7","2.7","1.8","0.9","0.9",".","",".","5.4","",".",".","0.9",".",".","."
"Sophomore","165","3.754","73.3","15.2","2.4","1.2",".",".","2.4",".","",".","3.6","",".",".","0.6","0.6",".","0.6"
"Junior","299","3.646","67.9","16.7","4.7","4.7","0.7","1.7","2.0",".","",".","0.7","",".",".","1.0",".",".","."
"Senior","480","3.779","75.6","13.1","5.6","1.7","1.3",".","1.0","0.2","",".","0.2","",".","0.4","0.8",".",".","."
"Undergraduates","1055","3.731","72.3","14.8","4.5","2.6","0.9","0.6","1.5","0.1","",".","1.4","",".","0.2","0.9","0.1",".","0.1"
"Special","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","65","3.923","83.1","6.2","1.5","1.5",".",".",".","3.1","",".",".","",".",".","4.6",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1127","3.742","72.8","14.2","4.3","2.5","0.9","0.5","1.4","0.5","",".","1.3","",".","0.2","1.1","0.1",".","0.1"
