"L&S","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","Dept. Total","1703","3.097","25.0","16.0","35.1","9.4","10.0","2.3","1.6","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","210","2.614","10.5","11.0","33.3","20.0","13.3","6.7","4.8","",".","",".",".","",".",".",".","0.5",".","."
"Sophomore","","802","3.079","21.6","18.3","38.0","9.1","9.6","1.9","1.0","",".","",".",".","",".",".","0.4",".",".","0.1"
"Junior","","563","3.222","33.4","13.7","34.1","5.9","9.2","1.8","1.6","",".","",".",".","",".",".","0.4",".",".","."
"Senior","","111","3.220","33.3","18.0","23.4","9.9","10.8","0.9","0.9","",".","",".",".","",".","1.8","0.9",".",".","."
"Undergraduates","","1686","3.094","24.9","15.8","35.2","9.4","10.0","2.4","1.7","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
"Special","","16","3.362","31.3","31.3","18.8","6.3","12.5",".",".","",".","",".",".","",".",".",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1703","3.097","25.0","16.0","35.1","9.4","10.0","2.3","1.6","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
