"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","11","3.682","72.7","9.1","9.1",".","","9.1","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","101
002","","9","3.833","77.8","11.1","11.1",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Foundations of US Air Force I","Course Total","","20","3.750","75.0","10.0","10.0","",".","5.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","201
001","","14","3.929","85.7","14.3",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","201
002","","11","3.818","63.6","36.4",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Evolution of US Air & Space I","Course Total","","25","3.880","76.0","24.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Studies I","301
001","","16","3.969","93.8","6.3",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"National Security Affairs","401
001","","18","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"102
A F AERO","Dept. Total","","79","3.935","84.8","11.4","2.5","",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.773","72.7","9.1","18.2","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","17","3.789","70.6","23.5",".","",".","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","23","3.974","91.3","8.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.980","96.0","4.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","76","3.938","85.5","10.5","2.6","",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","79","3.935","84.8","11.4","2.5","",".","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
