"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","017","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","084","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","31","",".",".",".",".",".",".",".","83.9",".",".",".","16.1",".",".",".","."
