"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"Biochemistry Freshman Seminar
100","101","","28","3.857","96.4",".",".",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"Molecules to Life & Science
104","001","","46","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","046","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics
375","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501","001","","388","3.339","47.4","11.6","18.3","8.0","12.9","1.3",".",".",".",".",".",".","0.3","0.3",".","."
"501","002","","297","3.384","44.1","17.2","18.5","8.1","8.4","1.3",".",".",".",".",".",".","1.7","0.3",".","0.3"
"Introduction-Biochemistry","Course Total","","685","3.359","46.0","14.0","18.4","8.0","10.9","1.3",".",".",".",".",".",".","0.9","0.3",".","0.1"
"General Biochemistry I
507","001","","174","3.225","29.9","24.1","20.7","18.4","2.9","2.9","0.6","0.6",".",".",".",".",".",".",".","."
"Nutr Biochm & Mtblsm
510","001","","48","3.906","89.6","2.1","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Methods
551","001","","94","3.707","55.3","30.9","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Protein&Enzyme Struct&Funct
601","001","","38","3.351","23.7","26.3","44.7",".","2.6",".",".","2.6",".",".",".",".",".",".",".","."
"Prokaryotic Molecular Biol
612","001","","25","3.625","48.0","32.0","8.0","8.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"Cellulr Signal Transductn Mech
630","001","","45","3.389","24.4","46.7","22.2","4.4",".",".","2.2",".",".",".",".",".",".",".",".","."
"Mol Ctrl of Mtblsm & Mtblc Dis
645","001","","29","3.155","31.0","13.8","24.1","17.2","13.8",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry
665","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"691","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","Page 13 of 450"
