"","990
081","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","33","",".",".",".",".",".",".",".","21.2","",".",".","",".","78.8",".",".",".","."
"Independent Work","999
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"778
POLI SCI","Dept. Total","3158","3.525","46.5","24.4","12.5","4.4","2.5","0.9","1.1","4.5","",".","0.2","",".","1.1","0.6","0.2","0.9","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","422","3.486","46.7","25.8","14.7","8.1","1.9","1.4","0.9",".","",".",".","",".",".","0.2",".",".","0.2"
"Sophomore","","554","3.543","44.9","32.5","15.0","3.4","2.2","0.2","1.1",".","",".",".","",".",".","0.5",".","0.2","."
"Junior","","781","3.532","51.1","25.0","12.4","5.0","3.3","0.9","0.9","0.1","",".",".","",".",".","0.5","0.5",".","0.3"
"Senior","","1087","3.499","50.1","24.1","13.9","4.1","2.9","1.2","1.7",".","",".","0.2","",".","0.8","0.5","0.3",".","0.1"
"Undergraduates","","2844","3.514","48.9","26.2","13.8","4.8","2.7","0.9","1.3","0.0","",".","0.1","",".","0.3","0.5","0.2","0.0","0.1"
"Special","","107","3.671","4.7","1.9","1.9",".",".",".",".","64.5","",".",".","",".",".",".",".","27.1","."
"Graduate","","207","3.850","35.3","11.1",".","1.0",".",".",".","34.3","",".","2.4","",".","12.6","3.4",".",".","."
"","Dept. Total","3158","3.525","46.5","24.4","12.5","4.4","2.5","0.9","1.1","4.5","",".","0.2","",".","1.1","0.6","0.2","0.9","0.1"
