"","990
009","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
025","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
026","3","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","11","",".",".",".",".",".","",".","",".","45.5","",".",".","",".","54.5","",".",".",".","."
"130
AGROECOL","Dept. Total","139","3.726","56.8","8.6","9.4","2.9","1.4","",".","",".","4.3","",".","10.1","",".","4.3","",".",".","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","36","3.694","69.4","8.3","16.7","2.8","2.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","39","3.782","71.8","15.4","10.3","2.6",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","14","3.571","57.1","21.4","7.1","7.1","7.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","94","3.691","67.0","12.8","13.8","4.3","2.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","4","***","","","","","","","","","","","","",".","",".",".","",".",".","75.0","."
"Graduate","","41","4.000","36.6",".",".",".",".","",".","",".","14.6","",".","34.1","",".","14.6","",".",".",".","."
"","Dept. Total","139","3.726","56.8","8.6","9.4","2.9","1.4","",".","",".","4.3","",".","10.1","",".","4.3","",".",".","2.2","."
