"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","100522","3.469","51.9","17.1","13.6","5.3","4.6","1.3","1.1","2.6","0.0","1.0","0.0","0.4","0.5","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17992","3.378","47.6","18.7","15.2","6.7","5.8","2.3","1.6","0.0","0.0","1.6","0.1",".","0.2","0.1",".","0.0"
"Sophomore","","22955","3.460","52.5","18.3","15.1","5.3","5.1","1.4","1.1","0.0",".","0.7","0.0",".","0.2","0.1","0.0","0.1"
"Junior","","21972","3.425","50.5","17.7","16.1","6.3","5.4","1.4","1.3","0.1","0.0","0.4","0.0","0.0","0.5","0.1","0.0","0.1"
"Senior","","24389","3.481","54.3","17.6","13.1","5.7","4.6","1.1","1.2","0.1","0.0","0.9","0.0","0.5","0.6","0.1","0.1","0.1"
"Undergraduates","","87308","3.438","51.5","18.0","14.8","6.0","5.2","1.5","1.3","0.1","0.0","0.9","0.0","0.1","0.4","0.1","0.0","0.1"
"Special","","2081","3.624","28.3","7.8","4.3","1.6","0.9","0.2","0.8","38.9",".","0.4",".",".","0.7","2.3","13.8","."
"Graduate","","11213","3.806","59.9","11.3","5.4","0.8","0.3","0.1","0.1","16.2","0.1","1.7",".","2.6","1.0","0.1","0.3","0.0"
"Prof Yr 1","","67","3.875","82.1","11.9","4.5",".",".",".",".","1.5",".",".",".",".",".",".",".","."
"Prof Yr 2","","59","3.943","93.2","1.7","3.4",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"Prof Yr 3","","93","3.961","87.1","6.5",".",".",".",".",".","2.2",".","3.2",".",".",".",".","1.1","."
"Prof Yr 4","","19","3.833","52.6","26.3",".",".",".",".",".",".",".","15.8",".",".","5.3",".",".","."
"Professionals","","238","3.925","84.5","8.4","2.1",".",".",".",".","1.3",".","2.5",".",".","0.8",".","0.4","."
"","College Total","100840","3.469","52.0","17.1","13.5","5.3","4.5","1.3","1.1","2.7","0.0","1.0","0.0","0.4","0.5","0.1","0.3","0.1"
