"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","302
002","32","3.452","28.1","34.4","31.3","3.1",".",".",".",".",".",".",".",".","3.1",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","72","3.662","50.0","31.9","15.3","1.4",".",".",".",".",".",".",".",".","1.4",".",".","."
"","306
001","84","3.494","42.9","26.2","22.6","3.6","4.8",".",".",".",".",".",".",".",".",".",".","."
"","306
002","97","3.464","46.4","22.7","18.6","4.1","7.2","1.0",".",".",".",".",".",".",".",".",".","."
"","306
003","79","3.456","39.2","27.8","21.5","7.6","3.8",".",".",".",".",".",".",".",".",".",".","."
"","306
004","49","3.592","55.1","20.4","14.3","8.2","2.0",".",".",".",".",".",".",".",".",".",".","."
"","306
005","93","3.516","45.2","23.7","25.8",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"","306
006","88","3.540","43.2","30.7","18.2","6.8","1.1",".",".",".",".",".",".",".",".",".",".","."
"","306
007","30","3.433","33.3","30.0","30.0","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","306
008","50","3.300","32.0","26.0","22.0","14.0","4.0","2.0",".",".",".",".",".",".",".",".",".","."
"Business Analytics I","Course Total","570","3.482","43.0","25.8","21.2","5.4","4.2","0.4",".",".",".",".",".",".",".",".",".","."
"","307
001","30","3.117","30.0","26.7","10.0","16.7","10.0","6.7",".",".",".",".",".",".",".",".",".","."
"","307
002","107","3.136","23.4","29.0","18.7","18.7","5.6","4.7",".",".",".",".",".",".",".",".",".","."
"","307
003","63","3.175","20.6","34.9","17.5","19.0","4.8","3.2",".",".",".",".",".",".",".",".",".","."
"","307
004","77","2.935","15.6","24.7","23.4","16.9","13.0","6.5",".",".",".",".",".",".",".",".",".","."
"","307
005","84","3.018","11.9","34.5","21.4","21.4","4.8","6.0",".",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","361","3.071","19.1","30.2","19.4","18.8","7.2","5.3",".",".",".",".",".",".",".",".",".","."
"Acctg&Finance - Non-Bus Majors","310
010","194","3.093","21.1","27.3","24.2","14.9","8.2","2.6","1.5",".",".",".",".",".",".",".",".","."
"","311
001","68","3.279","14.7","52.9","19.1","5.9","5.9",".","1.5",".",".",".",".",".",".",".",".","."
"","311
002","71","3.310","18.3","42.3","29.6","8.5",".",".","1.4",".",".",".",".",".",".",".",".","."
"","311
003","75","3.427","22.7","48.0","22.7","5.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"","311
004","71","3.204","11.3","45.1","31.0","7.0","2.8","1.4","1.4",".",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","Course Total","285","3.307","16.8","47.0","25.6","6.7","2.5","0.4","1.1",".",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","360
002","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
003","16","3.656","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
004","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
005","19","3.553","21.1","68.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
007","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
008","19","3.658","42.1","52.6",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
015","19","3.579","36.8","47.4","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
016","20","3.725","50.0","45.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
017","18","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
018","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
019","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
020","19","3.553","36.8","47.4","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","360
021","19","3.711","47.4","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","18","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
024","19","3.579","26.3","63.2","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
026","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workplace Communication","Course Total","298","3.671","43.6","48.3","7.0","0.7","0.3",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","16","3.719","75.0","6.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
