"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"499","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Concert Choir
50","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Opera
513","001","","20","3.825","85.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Women's Chorus
52","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Pedagogy
540","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Choral Lit
541","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced String Pedagogy
543","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting Seminar
553","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"University Opera
556","060","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop
557","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Chorale
56","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Jazz Ensemble
562","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","5","***","","","","","","","","","","","","","","","",""
"567","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"567","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"567","135","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"568","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"568","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ensemble-Percussion","Course Total","","5","***","","","","","","","","","","","","","","","",""
"569","071","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra
570","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Ensmbl-Classical Guitar
572","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Wind Ensemble
574","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concert Choir
578","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Madrigal Singers
58","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Organ Literature & Design
591","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"60","001","","43","3.977","97.7",".","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"60","002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","Course Total","","62","3.984","98.4",".","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
