"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","511
004","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
005","","29","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"School-Based Practicum","Course Total","","76","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","515
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth&Matl-Early Childhd Ed","550
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","620
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
005","","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","20","3.925","95.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","660
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lrng Envr-Initial Ed Progm","663
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in ESL Education","672
001","","10","3.700","90.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","673
002","","26","3.940","88.5","3.8","3.8",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","673
003","","28","3.962","89.3",".","3.6",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","673
004","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Learning 2nd Lang & Literacies","Course Total","","76","3.966","92.1","1.3","2.6",".",".",".",".",".",".",".",".",".","3.9",".",".","."
"Independent Field Work","690
056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","699
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Curriculum Planning","704
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to C&I","712
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reform&Change-Curric&Instr","716
001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"Introd to Narrative Inquiry","718
001","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Intro to Qualitative Research","719
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"School Practicum in CS&D","720
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","729
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","729
002","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","729
003","","20","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","729
004","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classroom Management-","Course Total","","76","4.000","96.1",".",".",".",".",".",".",".",".",".",".",".","3.9",".",".","."
"Sci Studies and Sci Education","734
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field II","789
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","790
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","790
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790
039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Project or Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","799
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 88 of 450",""
