"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13726","3.530","50.8","18.9","13.5","4.7","3.0","0.9","0.5","5.3","0.0","0.5","0.0","1.4","0.3","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","289","3.655","68.9","13.1","9.0","3.5","3.1","1.0","1.0",".",".",".",".",".","0.3",".",".","."
"Sophomore","","1089","3.444","56.7","17.4","13.6","5.7","3.4","2.0","0.9",".",".",".",".",".","0.1","0.1",".","."
"Junior","","2596","3.411","50.9","19.6","16.5","6.4","3.8","1.5","0.8",".","0.0",".",".",".","0.3","0.1",".","."
"Senior","","6991","3.517","52.3","21.4","15.2","5.5","3.5","0.8","0.4","0.1",".","0.5","0.0",".","0.2",".",".","0.1"
"Undergraduates","","10965","3.489","52.8","20.4","15.2","5.7","3.6","1.1","0.6","0.1","0.0","0.3","0.0",".","0.2","0.0",".","0.0"
"Special","","57","3.616","43.9","21.1","12.3",".","3.5",".",".","12.3",".",".","1.8",".","1.8",".","3.5","."
"Graduate","","3039","3.749","45.5","11.2","6.2","0.9","0.5","0.1","0.2","26.2","0.1","2.2",".","6.3","0.4","0.1","0.2","."
"Prof Yr 2","","2","***","","","","","","","","","","50.0",".",".",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","",".",".","25.0",".",".",".","."
"Prof Yr 4","","7","4.000","57.1",".",".",".",".",".",".","14.3",".","28.6",".",".",".",".",".","."
"Professionals","","13","3.917","46.2","7.7",".",".",".",".",".","15.4",".","23.1",".","7.7",".",".",".","."
"","College Total","14074","3.530","51.2","18.4","13.2","4.6","2.9","0.9","0.5","5.8","0.0","0.7","0.0","1.4","0.3","0.0","0.1","0.0"
