"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
864
C&E SOC","241","3.684","63.1","17.8","7.1","4.6","0.8","0.4","0.4","0.8","",".",".","",".","",".","4.6",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","20","3.567","35.0","50.0","10.0","5.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","36","3.668","50.0","36.1","5.6","5.6",".",".",".",".","",".",".","",".","",".","2.8",".",".","."
"Junior","72","3.675","65.3","11.1","11.1","6.9","1.4",".",".",".","",".",".","",".","",".","4.2",".",".","."
"Senior","93","3.715","71.0","12.9","2.2","3.2","1.1","1.1","1.1",".","",".",".","",".","",".","7.5",".",".","."
"Undergraduates","221","3.677","62.4","19.5","6.3","5.0","0.9","0.5","0.5",".","",".",".","",".","",".","5.0",".",".","."
"Special","2","***","","","","","","","","","","",".","",".","",".",".",".","50.0","."
"Graduate","18","3.842","77.8",".","11.1",".",".",".",".","11.1","",".",".","",".","",".",".",".",".","."
"Dept. Total","241","3.684","63.1","17.8","7.1","4.6","0.8","0.4","0.4","0.8","",".",".","",".","",".","4.6",".","0.4","."
