"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","101","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","128","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","136","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","138","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","142","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","143","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","151","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","152","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","153","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","154","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","155","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","156","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","125","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"838","001","","71","4.000","95.8",".",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"838","002","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Topics in Computing","Course Total","","84","4.000","95.2",".",".",".",".",".",".","3.6",".",".",".",".","1.2",".",".","."
"839","001","","17","3.875","70.6","23.5",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"839","002","","35","3.971","94.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","54","3.943","87.0","11.1",".",".",".",".",".","1.9",".",".",".",".",".",".",".","."
"Computational Cognitive Sci
841","002","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".",".","33.3",".","."
"Theory of Machine Learning
861","001","","22","3.750","54.5","40.9","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Theortcl Comp Sci
880","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 215 of 450",""
