"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","","15","3.800","80.0","13.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Operations","401
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Naval Laboratory I","475
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"672
NAV SCI","Dept. Total","","79","3.857","82.3","13.9","1.3",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","24","3.742","66.7","20.8","4.2",".","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","21","3.803","81.0","14.3",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","15","3.804","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","90","3.857","81.1","13.3","2.2",".","2.2","1.1",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","90","3.857","81.1","13.3","2.2",".","2.2","1.1",".",".",".",".",".",".",".",".",".","."
