"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","115
002","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","27","3.444","77.8","3.7","3.7","3.7",".",".","11.1",".",".",".",".",".",".",".",".","."
"","115
012","35","3.786","80.0","14.3","2.9",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"","115
013","31","3.677","61.3","29.0","3.2","3.2",".","3.2",".",".",".",".",".",".",".",".",".","."
"","115
014","19","3.833","63.2","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","115
021","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
032","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","9","3.611","77.8",".",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","115
051","7","3.071","28.6","28.6","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"","115
052","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
053","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
055","9","3.250","44.4","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","11.1"
"","115
057","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","232","3.704","75.4","13.4","3.9","2.2","0.4","0.9","3.0",".",".",".",".",".",".",".",".","0.9"
"","125
001","17","3.529","29.4","47.1","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
006","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","125
008","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
010","19","3.737","78.9","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","125
011","20","3.800","85.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","125
012","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","20","3.725","85.0","5.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","125
016","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
017","12","3.591","50.0","16.7","16.7","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"","125
018","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
019","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
020","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
021","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
022","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
023","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
024","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","125
025","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
026","17","3.824","82.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
