"INTEGRATED ARTS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","",""
"Intro to Arts Entrepreneurship
632","001
9","3.750","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"495
INTEGART","Dept. Total
9","3.750","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","",""
"Sophomore","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","1","***","","","","","","","","","",".",".",".","100.0",".",".","."
"Senior","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","4","***","","","","","","","","","",".",".",".","25.0",".",".","."
"Special","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
9","3.750","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
