"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","8","",".",".",".",".",".","",".","",".","87.5","",".",".","",".","12.5",".",".",".","."
"490
I SY E","Dept. Total","1249","3.794","69.6","16.3","7.6","1.1","0.9","",".","",".","3.8","",".","0.1","",".","0.2","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","39","3.974","97.4",".","2.6",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","248","3.848","78.6","14.1","6.0","0.4","0.4","",".","",".",".","",".",".","",".",".","0.4",".",".","."
"Senior","","687","3.759","69.1","18.6","9.2","1.6","1.5","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","974","3.790","72.7","16.7","8.1","1.2","1.1","",".","",".",".","",".",".","",".",".","0.1",".",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","272","3.811","58.8","14.3","5.9","0.7",".","",".","",".","17.3","",".","0.4","",".","1.1","1.5",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1249","3.794","69.6","16.3","7.6","1.1","0.9","",".","",".","3.8","",".","0.1","",".","0.2","0.4",".",".","."
