"Seminar","977
100","4","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
005","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
013","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","Dept. Total","427","3.432","49.2","19.9","15.2","4.2","6.1","2.8","0.9","",".","",".",".","",".","0.7","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.161","31.1","24.4","21.1","7.8","8.9","5.6","1.1","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","136","3.467","50.0","21.3","14.7","5.1","4.4","3.7",".","",".","",".",".","",".",".","0.7",".",".","."
"Junior","","96","3.395","49.0","16.7","18.8","3.1","8.3","1.0","2.1","",".","",".",".","",".",".","1.0",".",".","."
"Senior","","85","3.608","61.2","18.8","9.4","1.2","4.7","1.2","1.2","",".","",".",".","",".","1.2","1.2",".",".","."
"Undergraduates","","407","3.411","47.9","20.4","16.0","4.4","6.4","2.9","1.0","",".","",".",".","",".","0.2","0.7",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","19","3.938","73.7","10.5",".",".",".",".",".","",".","",".",".","",".","10.5","5.3",".",".","."
"","Dept. Total","427","3.432","49.2","19.9","15.2","4.2","6.1","2.8","0.9","",".","",".",".","",".","0.7","0.9",".",".","."
