"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"","990
081","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
083","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".","",".","78.9","",".",".","",".","21.1",".",".",".","."
"703
PATH-BIO","Dept. Total","936","3.760","66.5","12.8","8.2","0.3","0.3","0.4","",".","10.5","",".",".","",".","0.9","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","20","3.700","75.0","5.0","15.0","5.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","37","3.610","75.7","2.7","13.5","2.7",".","5.4","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","42","3.649","78.6",".","14.3",".","2.4","4.8","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","106","3.653","78.3","1.9","13.2","1.9","0.9","3.8","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","59","4.000","40.7",".",".",".",".",".","",".","47.5","",".",".","",".","10.2","1.7",".",".","."
"Prof Yr 1","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","659","3.768","71.6","17.9","9.6","0.2","0.3",".","",".","0.3","",".",".","",".","0.2",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","","",".","",".","25.0",".",".",".","."
"Prof Yr 4","","105","4.000","37.1",".",".",".",".",".","",".","62.9","",".",".","",".",".",".",".",".","."
"Professionals","","771","3.774","66.8","15.3","8.2","0.1","0.3",".","",".","9.1","",".",".","",".","0.3",".",".",".","."
"","Dept. Total","936","3.760","66.5","12.8","8.2","0.3","0.3","0.4","",".","10.5","",".",".","",".","0.9","0.1",".",".","."
