"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","Dept. Total","1221","3.764","83.2","7.4","4.2","0.7","1.6","0.5","1.6","",".","",".",".","",".","",".","0.8",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","482","3.679","74.9","12.2","6.6","0.6","2.3","0.6","2.3","",".","",".",".","",".","",".","0.4",".",".","."
"Sophomore","","383","3.850","89.6","4.4","2.3","0.3","0.8","0.5","1.3","",".","",".",".","",".","",".","0.8",".",".","."
"Junior","","206","3.791","86.9","3.9","2.9","1.5","1.0","0.5","1.5","",".","",".",".","",".","",".","1.9",".",".","."
"Senior","","148","3.865","88.5","4.1","2.7","0.7","2.0",".","0.7","",".","",".",".","",".","",".","0.7",".",".","0.7"
"Undergraduates","","1219","3.764","83.2","7.4","4.2","0.7","1.6","0.5","1.6","",".","",".",".","",".","",".","0.8",".",".","0.1"
"Special","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1221","3.764","83.2","7.4","4.2","0.7","1.6","0.5","1.6","",".","",".",".","",".","",".","0.8",".",".","0.1"
