"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Intro to Sports Communication","150","001","138","3.675","51.4","34.8","10.1","2.2","0.7",".",".",".",".",".",".",".","0.7",".",".","."
"Intro to Mass Communication","201","001","308","3.643","64.3","19.8","9.7","2.3","1.0","1.0","1.9",".",".",".",".",".",".",".",".","."
"Mass Communication Practices","202","001","105","3.659","39.0","52.4","7.6",".",".",".",".",".",".",".",".",".","1.0",".",".","."
"Information for Communication","203","001","105","3.733","55.2","37.1","2.9","1.9","1.0",".",".",".",".",".",".",".","1.9",".",".","."
"","335","001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","335","002","20","3.700","55.0","30.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles/Practices-Reporting","","Course Total","40","3.788","65.0","27.5","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","345","001","41","3.976","95.1","4.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","345","002","40","3.988","97.5","2.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles & Pract Strat Comm","","Course Total","81","3.981","96.3","3.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sports Mrkting Communications","350","001","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"In-Depth Reporting","401","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Nonfiction","405","001","19","4.000","94.7",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Magazine Publishing","417","001","23","3.891","91.3","4.3",".",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Video Journalism","425","001","10","3.600","70.0","20.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Creative Campaign Messages","445","001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Account Planning & Strategy","449","001","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media Strategies","463","001","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist of Mass Communication","560","001","63","3.822","73.0","17.5","1.6",".",".",".","1.6",".",".",".",".",".","4.8",".","1.6","."
"Media and the Consumer","564","001","100","3.673","53.0","28.0","15.0","2.0",".",".",".","2.0",".",".",".",".",".",".",".","."
"Effects-Mass Communication","565","001","99","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium Prof Comm Careers","601","001","42","",".",".",".",".",".",".",".",".",".","95.2","4.8",".",".",".",".","."
"Mass Media and Youth","616","001","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Communication-Info Age","617","001","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mass Comm & Political Behav","618","001","32","3.656","62.5","25.0","9.4",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"International Communication","620","001","34","3.779","61.8","32.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Communication Rsch Methods","658","001","22","3.659","54.5","27.3","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Aspects of Journ","669","001","26","3.827","92.3","3.8",".",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"","681","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","682","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","697","017","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 266 of 450",""
