"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Read&Rsch-Oper&Info Mgt PhD","999
139","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"238
OTM","Dept. Total","1092","3.635","52.1","30.9","12.0","2.1","1.9","0.5","",".","0.2","",".",".","",".","0.1","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","64","3.532","45.3","31.3","10.9","4.7","6.3",".","",".",".","",".",".","",".",".",".","1.6",".","."
"Junior","","263","3.542","50.6","24.7","15.2","4.6","3.4","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","326","3.625","47.5","36.8","11.0","1.8","2.1","0.3","",".",".","",".",".","",".",".",".","0.3",".","."
"Undergraduates","","653","3.582","48.5","31.4","12.7","3.2","3.1","0.8","",".",".","",".",".","",".",".",".","0.3",".","."
"Graduate","","408","3.726","55.6","31.1","11.8","0.5",".",".","",".","0.5","",".",".","",".","0.2","0.2",".",".","."
"Prof Yr 2","","16","3.872","93.8",".",".",".","6.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","15","3.833","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","31","3.853","80.6","16.1",".",".","3.2",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1092","3.635","52.1","30.9","12.0","2.1","1.9","0.5","",".","0.2","",".",".","",".","0.1","0.1","0.2",".","."
