"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.217","30.4","17.4","43.5",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","101
002","23","2.977","17.4","21.7","26.1",".","30.4",".",".",".",".",".",".",".","4.3",".",".","."
"","101
003","22","3.045","40.9","22.7","13.6","4.5","4.5",".","13.6",".",".",".",".",".",".",".",".","."
"","101
004","22","3.341","36.4","27.3","27.3","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"","101
005","21","3.250","38.1","14.3","23.8","14.3",".",".","4.8","4.8",".",".",".",".",".",".",".","."
"First Semester Spanish","Course Total","111","3.165","32.4","20.7","27.0","4.5","8.1",".","5.4","0.9",".",".",".",".","0.9",".",".","."
"","102
001","18","3.056","27.8","11.1","44.4",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","102
002","19","3.237","26.3","21.1","36.8","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"","102
003","21","3.167","33.3","19.0","19.0","14.3","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","102
004","20","3.100","30.0","15.0","35.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
005","24","3.063","25.0","16.7","29.2","12.5","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","102
006","22","3.295","22.7","22.7","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","19","3.263","31.6","26.3","21.1","5.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","102
008","20","2.900","20.0","20.0","25.0","10.0","15.0","10.0",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","163","3.135","27.0","19.0","31.9","8.0","10.4","2.5","1.2",".",".",".",".",".",".",".",".","."
"","203
001","23","3.609","43.5","39.1","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","24","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","21","3.667","61.9","19.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","22","3.750","68.2","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.771","79.2","4.2","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
006","22","3.341","59.1","13.6","13.6",".","4.5",".","9.1",".",".",".",".",".",".",".",".","."
"","203
007","20","3.789","65.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","5.0","."
"","203
008","22","3.750","68.2","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
009","22","3.455","27.3","45.5","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
010","19","3.658","63.2","15.8","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","203
011","23","3.795","65.2","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","4.3"
"","203
012","19","3.526","42.1","31.6","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","261","3.653","58.6","22.6","13.0","2.7","1.5",".","0.8",".",".",".",".",".",".",".","0.4","0.4"
"","204
001","23","3.652","69.6","17.4","8.7",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
002","21","3.571","52.4","23.8","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.591","50.0","18.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","22","3.500","54.5","13.6","18.2","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
005","20","3.875","85.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
006","24","3.667","66.7","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
007","18","3.306","27.8","27.8","38.9",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","204
008","19","3.342","63.2","15.8","5.3",".","5.3",".","10.5",".",".",".",".",".",".",".",".","."
"","204
009","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","3.761","73.9","13.0","8.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.652","56.5","21.7","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.583","62.5","16.7","16.7",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","263","3.622","62.0","17.5","14.8","1.1","2.7","0.4","1.5",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","223
001","111","3.873","89.2","4.5","1.8","0.9","1.8",".","0.9",".",".",".",".",".","0.9",".",".","."
"","224
001","100","3.495","43.0","23.0","27.0","4.0","3.0",".",".",".",".",".",".",".",".",".",".","."
"","224
002","17","3.353","29.4","29.4","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","Page 333 of 450",""
