"","999
012","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
022","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
039","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","8","4.000","87.5",".",".",".",".",".",".",".","",".",".","",".","",".","12.5",".",".","."
"544
L I S","Dept. Total","1100","3.823","80.8","9.5","3.6","2.2","0.7","0.1","0.5","1.1","",".",".","",".","",".","1.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.610","63.6","13.6","13.6","4.5","4.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","94","3.719","72.3","12.8","8.5","4.3","1.1","1.1",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","143","3.794","79.0","11.9","4.9","1.4",".",".","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Senior","","139","3.677","70.5","17.3","3.6","3.6","3.6",".","1.4",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","398","3.725","73.6","14.1","5.8","3.0","1.8","0.3","1.0",".","",".",".","",".","",".","0.5",".",".","."
"Special","","37","3.663","64.9","2.7",".","2.7",".",".","5.4","10.8","",".",".","",".","",".","8.1",".","5.4","."
"Graduate","","664","3.903","86.0","7.2","2.6","1.7","0.2",".",".","1.2","",".",".","",".","",".","1.2",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1100","3.823","80.8","9.5","3.6","2.2","0.7","0.1","0.5","1.1","",".",".","",".","",".","1.2",".","0.2","."
