"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"699","079","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","15","4.000","93.3",".",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Intro to Grad Studies in Art
700","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Painting I
722","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Intaglio Printmaking I
726","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Graphics Workshop I
736","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","29","3.948","89.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Drawing
912","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Advanced Research-Painting
922","299","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Ceramics
924","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal
944","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","12","3.905","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","10","3.875","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","015","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","017","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","018","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","019","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","050","","6","3.885","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","055","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","","Page 77 of 450"
