"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313","001","139","3.971","97.8","0.7",".","0.7","0.7",".",".",".",".",".",".",".",".",".",".","."
"Production Planning&Control","315","001","67","3.672","53.7","28.4","16.4","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Simulatn&Probablstc Modelng","320","001","63","3.683","50.8","34.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","001","22","3.591","40.9","36.4","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","002","17","3.647","41.2","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","003","24","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Simulation Modeling Lab","","Course Total","63","3.683","50.8","34.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Oper Rsch-Determnstc Modelg","323","001","63","3.286","25.4","28.6","31.7","6.3","7.9",".",".",".",".",".",".",".",".",".",".","."
"","348","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","348","002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","348","003","19","3.944","89.5",".","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","348","004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Factors Engineering Lab","","Course Total","54","3.981","96.3",".","1.9",".",".",".",".",".",".",".",".",".","1.9",".",".","."
"Introduction-Human Factors","349","001","81","3.957","92.6","6.2","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior Design Laboratory","350","001","58","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Data Analytics","412","001","64","3.992","98.4","1.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Manufac Sys,Dsgn&Anal","415","001","75","3.533","32.0","46.7","18.7","1.3","1.3",".",".",".",".",".",".",".",".",".",".","."
"Health Systems Engineering","417","001","60","3.617","48.3","33.3","13.3","3.3","1.7",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425","001","12","3.375","41.7","8.3","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Senior Design Project","450","001","31","3.919","83.9","16.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Facilities Planning","510","001","12","3.833","83.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Mgt-Cont Proc Imprvmnt","515","001","54","3.954","90.7","9.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Decision Making in Health Care","517","001","24","3.739","50.0","41.7","4.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Introduction to Optimization","524","001","12","3.250","41.7","8.3","25.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Linear Optimization","525","001","9","3.556","55.6","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","549","001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","549","002","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Factors Engineering","","Course Total","54","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","557","001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","557","002","17","3.875","70.6","23.5",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"HFE for Healthcare","","Course Total","40","3.949","87.5","10.0",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"","601","002","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","007","28","3.593","35.7","42.9","17.9",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Spec Topics Industrial Engr","","Course Total","43","3.690","48.8","37.2","11.6",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"Cmptr Integratd Manufactrng","605","001","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Safety & Quality-Med Use Sys","608","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stochastic Modeling Tech","624","001","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engineering Supply Chains","645","001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organization and Job Design","653","001","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 138 of 450",""
