"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","22","3.818","95.5",".",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","100
002","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","22","3.932","95.5",".",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","21","3.810","81.0","4.8","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","20","3.800","90.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","100
006","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","21","3.850","85.7",".","4.8",".","4.8",".",".",".",".",".",".",".",".",".","4.8","."
"","100
008","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","100
010","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","22","3.727","90.9",".",".",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","100
013","23","3.804","91.3",".",".","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"","100
014","21","3.738","85.7","4.8","4.8",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","100
015","20","3.900","95.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","100
016","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","20","3.525","85.0",".",".","5.0",".",".","10.0",".",".",".",".",".",".",".",".","."
"","100
018","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","20","3.575","85.0","5.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","100
020","21","3.833","81.0","4.8","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","22","3.841","90.9",".",".","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","100
022","18","3.472","77.8","5.6","5.6",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","458","3.840","91.5","1.5","2.0","1.1","1.5","0.2","2.0",".",".",".",".",".",".",".","0.2","."
"","102
001","12","3.727","75.0",".","8.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"","102
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.765","94.1",".",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","102
006","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","18","3.750","77.8","11.1",".","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","110","3.821","80.9","11.8","1.8","1.8","1.8",".","0.9","0.9",".",".",".",".",".",".",".","."
"","104
001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","38","3.895","81.6","15.8","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","175","3.854","86.9","4.6","6.3","0.6","0.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","127","3.877","86.6","6.3","4.7","0.8",".",".","0.8",".",".",".",".",".",".",".",".","0.8"
"","112
001","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","112
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","11","3.636","81.8",".","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 73 of 450"
