"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"19&20th C Russn Lit Tran I","201","001","","33","3.234","48.5","12.1","9.1","3.0","18.2","6.1",".","3.0",".",".",".",".",".",".",".","."
"19&20 C Russian Lit Tran I","203","001","","43","3.512","60.5","20.9","4.7","4.7",".","2.3","4.7",".",".",".",".",".","2.3",".",".","."
"","209","001","","7","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","209","002","","8","3.375","37.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Masterpieces-Fr Lit & Culture","","Course Total","","15","3.481","46.7","13.3","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Chekhov in Translation","220","001","","20","3.833","65.0","20.0","5.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Dostoevsky in Translation","222","001","","41","3.711","53.7","24.4","14.6",".",".",".",".","4.9",".",".",".",".","2.4",".",".","."
"V Nabokov: Russ&Amer Writng","223","001","","16","3.885","68.8","6.3","6.3",".",".",".",".","6.3",".",".",".",".",".","12.5",".","."
"Intro-Luso-Afro-Brazilian Lit","226","001","","13","3.375","53.8","15.4","7.7","7.7",".",".","7.7",".",".",".",".",".","7.7",".",".","."
"Intro to Biblical Lit","227","001","","10","3.400","60.0","20.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Manga","231","001","","71","3.218","33.8","26.8","18.3","8.5","7.0","2.8","2.8",".",".",".",".",".",".",".",".","."
"","233","001","","8","3.250","75.0",".",".",".","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"","233","002","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Russian Life&Cult (to 1917)","","Course Total","","19","3.585","84.2",".","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"The World of Sagas","235","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Bascom Crse-In Translation","236","001","","20","3.700","65.0","20.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","247","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","247","002","","14","3.962","85.7","7.1",".",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"","247","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","247","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","247","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Slavic Lit in Translatn","","Course Total","","30","3.889","76.7","10.0",".","3.3",".",".",".",".",".",".",".",".","3.3","3.3","3.3","."
"Lit Tran: Modern Italy","254","001","","96","3.963","91.7","7.3",".",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Italy & Invention of America","260","001","","28","3.768","82.1","7.1","3.6","3.6",".","3.6",".",".",".",".",".",".",".",".",".","."
"Japanese Lit in Translation","263","001","","22","2.813","13.6","22.7","18.2","4.5",".","4.5","9.1",".",".",".",".",".",".","27.3",".","."
"","275","001","","118","3.564","38.1","46.6","9.3","0.8","3.4","0.8",".","0.8",".",".",".",".",".",".",".","."
"","275","002","","70","3.714","57.1","37.1","4.3",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"In Transl:Hans C. Andersen","","Course Total","","188","3.631","45.2","43.1","7.4","0.5","2.1","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"Topics in Dutch Lit in Tran","326","001","","81","3.957","95.1","3.7",".",".","1.2",".",".",".",".",".",".",".",".",".",".","."
"Vampire in Literature and Film","329","001","","96","3.581","66.7","12.5","8.3","4.2",".","1.0","4.2","2.1",".",".",".",".",".",".",".","1.0"
"In Transl:19C Scand Fiction","337","001","","13","3.385","23.1","46.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","","9","3.611","66.7","11.1","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Fr&Ital Renaissance Lit Online","360","001","","33","3.485","42.4","33.3","12.1","3.0",".","6.1",".","3.0",".",".",".",".",".",".",".","."
"Machiavelli and His World","365","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
