"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","16","3.781","87.5","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","27","3.944","92.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","33","3.924","90.9","3.0","6.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","301
001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","Course Total","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"644
MIL SCI","Dept. Total","","152","3.951","94.7","3.3","1.3",".",".","0.7",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","41","3.893","90.2","4.9","2.4",".",".","2.4",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","19","3.923","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","26","3.974","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","64","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","150","3.950","94.7","3.3","1.3",".",".","0.7",".",".",".",".",".",".",".",".",".","."
"Special","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","152","3.951","94.7","3.3","1.3",".",".","0.7",".",".",".",".",".",".",".",".",".","."
