"","990
036","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","26","",".",".",".",".",".",".",".","65.4","",".",".","",".","34.6",".",".",".","."
"180
ART HIST","Dept. Total","778","3.609","48.8","16.6","7.5","1.4","1.7","1.0","1.2","9.4","",".",".","",".","1.5","0.8","0.3","9.8","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.586","57.3","24.0","12.0","2.7","0.7","2.7","0.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","141","3.572","58.9","20.6","12.1","0.7","2.8",".","2.8",".","",".",".","",".",".","0.7","0.7",".","0.7"
"Junior","","96","3.545","58.3","22.9","7.3","3.1","3.1","4.2",".",".","",".",".","",".",".",".",".","1.0","."
"Senior","","150","3.547","54.7","25.3","8.7","2.0","3.3",".","2.7",".","",".",".","",".","2.0","1.3",".",".","."
"Undergraduates","","537","3.564","57.2","23.3","10.2","2.0","2.4","1.5","1.7",".","",".",".","",".","0.6","0.6","0.2","0.2","0.2"
"Special","","132","3.500","0.8",".","0.8",".",".",".",".","41.7","",".",".","",".",".",".",".","56.8","."
"Graduate","","109","3.946","66.1","3.7","1.8",".",".",".",".","16.5","",".",".","",".","8.3","2.8","0.9",".","."
"","Dept. Total","778","3.609","48.8","16.6","7.5","1.4","1.7","1.0","1.2","9.4","",".",".","",".","1.5","0.8","0.3","9.8","0.1"
