"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"699","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Program Verification&Synthesis
703","001","","21","3.667","57.1","19.0","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mobile and Wireless Networking
707","001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Computatnl Math I
714","001","","9","3.556","88.9",".",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Nonlinear Optimization I
726","001","","21","3.643","52.4","23.8","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Convex Analysis
727","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Operating Systems
736","001","","44","3.989","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Computer Networks
740","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Big Data Systems
744","001","","78","3.973","91.0","5.1",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Adv Computer Architecture I
752","001","","15","3.700","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning
760","001","","102","3.564","33.3","46.1","18.6","1.0",".",".",".",".",".",".",".",".",".",".","1.0","."
"Security Privacy for Data Sci
763","001","","37","3.597","43.2","29.7","24.3",".",".",".",".",".",".",".",".",".","2.7",".",".","."
"Topics-Database Mgt Systems
764","001","","32","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Visualization
765","001","","51","3.647","37.3","54.9","7.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Algorithms
787","001","","35","3.814","68.6","25.7","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
