"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"372","002","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in German Culture","Course Total","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"German for Grad Reading I
391","001","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"401","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem German for Grad Stdts","Course Total","2","***","","","","","","","","","","","","","","","",""
"2nd Sem German for Grad Stdts
402","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"403","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"403","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"403","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Sem German for Grad Stdts","Course Total","4","***","","","","","","","","","","","","","","","",""
"Letterkunde der Lage Landen
625","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cultuurkunde der Lage Landen
645","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Seminar in German Studies
676","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sr Honors Thesis-1st Sem
681","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Sem-German Lit
683","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study
699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"College Teaching of German
720","001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Teaching German
722","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old Germanic Languages
755","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"Interdis W Europ Studies Sm
804","001","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-German Lit & Culture
947","001","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","6","",".",".",".",".",".",".",".","66.7",".",".",".","16.7",".",".","16.7","."
