"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","371
001","","19","3.944","84.2","10.5",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","371
002","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
003","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Teaching Social Studies","Course Total","","63","3.984","93.7","3.2",".",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"","372
001","","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","55","3.973","96.4","1.8","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
004","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","86","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","22","3.864","86.4",".","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Game Design II","432
001","","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","458
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","458
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","Course Total","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Sem. in Pre-K Through MS Teach","463
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"EC/ESL Student Teaching","468
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Engl-Mid Schl","472
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Science in H.S.","490
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","494
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","494
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Student Teaching in HS Math","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Stdt Teach Sci-MiddleSchl","495
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Literacy Across the Curriculum","503
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","36","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
002","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
003","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inclusive Education-Secondary","Course Total","","76","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","511
002","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
003","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 87 of 450",""
